ns,nm,nf,entropy,lt,fix,ndev,pd,nuc,exp,rexp,sexp
0.44299040713089277,0.4730813165785316,0.4470153413629838,0.4455459512398797,0.48636248680764216,0.5073680533340308,0.4563619070544257,0.5539055720010313,0.4593864512357817,0.6009105463893771,0.27416940954361513,0.4667068847806273
0.4715189762323727,0.48875712464476084,0.4754842046051786,0.5053321555815163,0.5356515472058054,0.4542547184833702,0.5195135986701254,0.698526530900992,0.5035309924131206,0.4134806928698743,0.5445942081064896,0.6318616036281939
0.49170171335537205,0.4817397690765254,0.4469145938019451,0.4844616385277408,0.42580619237821515,0.49646157495361176,0.530684418389405,0.45495443518035505,0.5204016331452632,0.15042931850670127,0.4475458318518507,0.4417322248237283
0.51095773620861,0.5048346204739977,0.48759228046238956,0.48838817407375934,0.4523265245382909,0.5914302817619387,0.492046614111912,0.4554792351032797,0.5477052753404065,0.4960553333681599,0.24496426274873684,0.46033312292526285
0.5528884812217093,0.5233460489843409,0.5535321146030977,0.5518522982964708,0.41569433994483496,0.5603851020141299,0.5333746180928144,0.5402543730636042,0.5331157356882332,0.6194672694587243,0.6348376221869831,0.6510864563685754
0.521710712315355,0.4991310992686985,0.5420379105721038,0.5203900245945181,0.5122726106251336,0.5212169619196185,0.43964738051935603,0.4420184791352102,0.5260025080591235,0.34682739626745396,0.5665048544977885,0.42494988327315986
0.6068861574291022,0.47459982401215384,0.5018831621450915,0.5269783998382827,0.5472323840997347,0.6063415265675427,0.5886174450925559,0.5025014622276731,0.5214562852274485,0.3517092481595262,0.5216943476386009,0.5770426107511487
0.5250617195511529,0.46195840053680504,0.49781323871137806,0.48173668903772393,0.5087463555944236,0.5188129312915715,0.5639640529480255,0.41146231917436416,0.4836837539086699,0.34579172660706003,0.36148874474866677,0.5577808383648499
0.37208411864108015,0.5402333561409817,0.5727624454246903,0.5926601440860485,0.47446685856634074,0.4423299980110019,0.6220562748101692,0.676625680247119,0.5825649799431007,0.03703858907713564,0.4056575682038953,0.5590112333079167
0.5747690770158325,0.5222577808214999,0.5082897024273477,0.5044234453795808,0.6069041170130314,0.6677894776202161,0.5042724185137335,0.20246766394205007,0.505787781874359,0.5963407672268289,0.172018348096727,0.6321368760132356
