ns,nm,nf,entropy,lt,fix,ndev,pd,nuc,exp,rexp,sexp
0.017857142857142856,0.017857142857142856,0.7023809523809523,0.6309523809523809,0.0,0.0,0.5773809523809523,0.6428571428571429,0.7261904761904762,0.36904761904761907,0.3333333333333333,0.43452380952380953
0.0,0.0,0.017857142857142856,0.017857142857142856,0.4642857142857143,0.0,0.26785714285714285,0.39285714285714285,0.005952380952380952,0.20238095238095238,0.2261904761904762,0.2261904761904762
0.0,0.0,0.28125,0.24375,0.4625,0.0,0.34375,0.5125,0.075,0.15,0.15,0.16875
0.0,0.0,0.006535947712418301,0.006535947712418301,0.4444444444444444,0.0,0.1568627450980392,0.3202614379084967,0.0196078431372549,0.24183006535947713,0.16339869281045752,0.2679738562091503
0.0,0.0,0.022598870056497175,0.022598870056497175,0.480225988700565,0.0,0.288135593220339,0.3728813559322034,0.03389830508474576,0.2824858757062147,0.3163841807909605,0.3446327683615819
0.015873015873015872,0.015873015873015872,0.0582010582010582,0.0582010582010582,0.30158730158730157,0.0582010582010582,0.2804232804232804,0.42328042328042326,0.037037037037037035,0.291005291005291,0.31216931216931215,0.31216931216931215
0.0,0.0,0.5187165775401069,0.5347593582887701,0.48128342245989303,0.0,0.45989304812834225,0.4919786096256685,0.11764705882352941,0.47058823529411764,0.47593582887700536,0.45454545454545453
0.0,0.0,0.006134969325153374,0.006134969325153374,0.5521472392638037,0.0,0.37423312883435583,0.4601226993865031,0.006134969325153374,0.24539877300613497,0.26380368098159507,0.2883435582822086
0.0,0.0,0.005952380952380952,0.005952380952380952,0.5297619047619048,0.0,0.09523809523809523,0.35714285714285715,0.02976190476190476,0.17261904761904762,0.20238095238095238,0.2261904761904762
0.0,0.0,0.5153374233128835,0.5460122699386503,0.5828220858895705,0.0,0.26380368098159507,0.38650306748466257,0.558282208588957,0.2883435582822086,0.3067484662576687,0.32515337423312884
0.0,0.328,0.4,0.488,0.456,0.008,0.536,0.552,0.464,0.36,0.376,0.392
0.03816793893129771,0.8702290076335878,0.916030534351145,0.732824427480916,0.8854961832061069,0.007633587786259542,0.8015267175572519,0.916030534351145,0.9007633587786259,0.6641221374045801,0.6870229007633588,0.7022900763358778
0.0,0.6,0.37142857142857144,0.6714285714285714,0.5642857142857143,0.007142857142857143,0.5642857142857143,0.6142857142857143,0.6071428571428571,0.2642857142857143,0.39285714285714285,0.29285714285714287
0.006535947712418301,0.6078431372549019,0.6601307189542484,0.6601307189542484,0.673202614379085,0.006535947712418301,0.6928104575163399,0.7058823529411765,0.673202614379085,0.1111111111111111,0.1111111111111111,0.12418300653594772
0.0,0.6417910447761194,0.5447761194029851,0.5970149253731343,0.6417910447761194,0.007462686567164179,0.6119402985074627,0.7313432835820896,0.6417910447761194,0.373134328358209,0.4253731343283582,0.40298507462686567
0.0,0.6689655172413793,0.6758620689655173,0.6896551724137931,0.7172413793103448,0.006896551724137931,0.6137931034482759,0.7586206896551724,0.7517241379310344,0.2827586206896552,0.2896551724137931,0.23448275862068965
0.006666666666666667,0.6066666666666667,0.66,0.6133333333333333,0.6533333333333333,0.006666666666666667,0.54,0.6933333333333334,0.6,0.2733333333333333,0.4,0.29333333333333333
0.0,0.4462809917355372,0.5041322314049587,0.5867768595041323,0.4793388429752066,0.0,0.5041322314049587,0.6033057851239669,0.6115702479338843,0.19834710743801653,0.18181818181818182,0.18181818181818182
0.0,0.5153846153846153,0.5230769230769231,0.6153846153846154,0.6307692307692307,0.007692307692307693,0.5153846153846153,0.6153846153846154,0.6461538461538462,0.2846153846153846,0.3153846153846154,0.3
0.0,0.3560606060606061,0.36363636363636365,0.4772727272727273,0.4621212121212121,0.0,0.4393939393939394,0.5303030303030303,0.5227272727272727,0.26515151515151514,0.25757575757575757,0.25757575757575757
0.0,0.0,0.3404255319148936,0.42359767891682787,0.4816247582205029,0.0,0.23597678916827852,0.42359767891682787,0.2263056092843327,0.2746615087040619,0.29593810444874274,0.2901353965183752
0.0,0.0,0.3416988416988417,0.4189189189189189,0.4594594594594595,0.0,0.007722007722007722,0.24324324324324326,0.4420849420849421,0.27413127413127414,0.30115830115830117,0.3030888030888031
0.0,0.0,0.39801980198019804,0.48118811881188117,0.49504950495049505,0.0,0.13465346534653466,0.499009900990099,0.497029702970297,0.2594059405940594,0.27524752475247527,0.3089108910891089
0.0,0.0,0.38825757575757575,0.45454545454545453,0.5587121212121212,0.0,0.32765151515151514,0.4602272727272727,0.4375,0.23106060606060605,0.23484848484848486,0.2784090909090909
0.0,0.0,0.36553030303030304,0.42992424242424243,0.5113636363636364,0.0,0.032196969696969696,0.4147727272727273,0.26704545454545453,0.25757575757575757,0.26515151515151514,0.2821969696969697
0.0,0.0,0.37782340862423,0.43737166324435317,0.5133470225872689,0.0,0.20123203285420946,0.42505133470225875,0.11088295687885011,0.20123203285420946,0.22176591375770022,0.24435318275154005
0.0,0.5680473372781065,0.7297830374753451,0.5483234714003945,0.7495069033530573,0.0,0.3155818540433925,0.7593688362919132,0.5996055226824457,0.5404339250493096,0.6153846153846154,0.6055226824457594
0.0,0.0,0.3821656050955414,0.44798301486199577,0.5392781316348195,0.0,0.14225053078556263,0.21868365180467092,0.46496815286624205,0.24628450106157113,0.2653927813163482,0.29723991507430997
0.0,0.5893909626719057,0.6954813359528488,0.5442043222003929,0.7838899803536346,0.0,0.0019646365422396855,0.68762278978389,0.4931237721021611,0.3831041257367387,0.48526522593320237,0.4911591355599214
0.0,0.581888246628131,0.6435452793834296,0.5645472061657033,0.7360308285163777,0.0,0.3583815028901734,0.5009633911368016,0.4932562620423892,0.42003853564547206,0.4720616570327553,0.5240847784200385
0.0,0.0,0.37273695420660274,0.08839190628328009,0.422790202342918,0.0,0.2108626198083067,0.362087326943557,0.02023429179978701,0.16613418530351437,0.16719914802981894,0.1757188498402556
0.0,0.0,0.3756503642039542,0.4984391259105099,0.5057232049947971,0.0,0.19667013527575442,0.41519250780437045,0.4703433922996878,0.17898022892819979,0.18314255983350677,0.2726326742976067
0.0,0.0,0.3689727463312369,0.20545073375262055,0.4161425576519916,0.0,0.19811320754716982,0.2851153039832285,0.013626834381551363,0.14046121593291405,0.1488469601677149,0.1488469601677149
0.0,0.0,0.37920489296636084,0.48521916411824667,0.45565749235474007,0.0,0.3435270132517839,0.3934760448521916,0.0417940876656473,0.1529051987767584,0.14475025484199797,0.16819571865443425
0.0,0.5373931623931624,0.6356837606837606,0.5608974358974359,0.6282051282051282,0.0,0.44764957264957267,0.6666666666666666,0.6282051282051282,0.2905982905982906,0.28205128205128205,0.32905982905982906
0.0,0.017616580310880828,0.6404145077720207,0.5253886010362694,0.5865284974093264,0.0,0.35544041450777203,0.566839378238342,0.48082901554404145,0.2559585492227979,0.2601036269430052,0.29637305699481864
