ns,nm,nf,entropy,lt,fix,ndev,pd,nuc,exp,rexp,sexp
0.017857142857142856,0.017857142857142856,0.7023809523809523,0.6309523809523809,0.0,0.0,0.5773809523809523,0.6428571428571429,0.7261904761904762,0.36904761904761907,0.3333333333333333,0.43452380952380953
0.0,0.0,0.017857142857142856,0.017857142857142856,0.4642857142857143,0.0,0.26785714285714285,0.39285714285714285,0.005952380952380952,0.20238095238095238,0.2261904761904762,0.2261904761904762
0.0,0.0,0.28125,0.24375,0.4625,0.0,0.34375,0.5125,0.075,0.15,0.15,0.16875
0.0,0.0,0.006535947712418301,0.006535947712418301,0.4444444444444444,0.0,0.1568627450980392,0.3202614379084967,0.0196078431372549,0.24183006535947713,0.16339869281045752,0.2679738562091503
0.0,0.0,0.022598870056497175,0.022598870056497175,0.480225988700565,0.0,0.288135593220339,0.3728813559322034,0.03389830508474576,0.2824858757062147,0.3163841807909605,0.3446327683615819
0.015873015873015872,0.015873015873015872,0.0582010582010582,0.0582010582010582,0.30158730158730157,0.0582010582010582,0.2804232804232804,0.42328042328042326,0.037037037037037035,0.291005291005291,0.31216931216931215,0.31216931216931215
0.0,0.0,0.5187165775401069,0.5347593582887701,0.48128342245989303,0.0,0.45989304812834225,0.4919786096256685,0.11764705882352941,0.47058823529411764,0.47593582887700536,0.45454545454545453
0.0,0.0,0.006134969325153374,0.006134969325153374,0.5521472392638037,0.0,0.37423312883435583,0.4601226993865031,0.006134969325153374,0.24539877300613497,0.26380368098159507,0.2883435582822086
0.0,0.0,0.005952380952380952,0.005952380952380952,0.5297619047619048,0.0,0.09523809523809523,0.35714285714285715,0.02976190476190476,0.17261904761904762,0.20238095238095238,0.2261904761904762
0.0,0.0,0.5153374233128835,0.5460122699386503,0.5828220858895705,0.0,0.26380368098159507,0.38650306748466257,0.558282208588957,0.2883435582822086,0.3067484662576687,0.32515337423312884
