ns,nm,nf,entropy,lt,fix,ndev,pd,nuc,exp,rexp,sexp
0.0,0.0,0.21305182341650672,0.31477927063339733,0.3474088291746641,0.0,0.11516314779270634,0.14779270633397312,0.011516314779270634,0.26103646833013433,0.2629558541266795,0.2802303262955854
0.0,0.0,0.2211895910780669,0.3587360594795539,0.3587360594795539,0.0,0.1579925650557621,0.2695167286245353,0.020446096654275093,0.275092936802974,0.31784386617100374,0.31970260223048325
0.0,0.0,0.20754716981132076,0.31865828092243187,0.36268343815513626,0.0,0.21174004192872117,0.18029350104821804,0.031446540880503145,0.259958071278826,0.2893081761006289,0.3018867924528302
0.0,0.0,0.2286282306163022,0.3061630218687873,0.32007952286282304,0.0,0.13916500994035785,0.20079522862823063,0.019880715705765408,0.2644135188866799,0.2584493041749503,0.27037773359840955
0.0,0.0,0.2198581560283688,0.34929078014184395,0.37943262411347517,0.0,0.17553191489361702,0.30851063829787234,0.024822695035460994,0.25177304964539005,0.26595744680851063,0.2925531914893617
0.0,0.0,0.2035225048923679,0.29549902152641877,0.38551859099804303,0.0,0.12915851272015655,0.22700587084148727,0.015655577299412915,0.2876712328767123,0.28180039138943247,0.2974559686888454
0.0,0.0,0.22424242424242424,0.38181818181818183,0.402020202020202,0.0,0.17373737373737375,0.3414141414141414,0.046464646464646465,0.3191919191919192,0.35353535353535354,0.34545454545454546
0.0,0.0,0.22873345935727787,0.34593572778827975,0.34593572778827975,0.0,0.16824196597353497,0.2533081285444234,0.024574669187145556,0.2722117202268431,0.2646502835538752,0.3270321361058601
0.0,0.0,0.2125506072874494,0.32186234817813764,0.35020242914979755,0.0,0.15789473684210525,0.23684210526315788,0.020242914979757085,0.27530364372469635,0.27530364372469635,0.2894736842105263
0.0,0.0,0.41392649903288203,0.3694390715667311,0.45454545454545453,0.0,0.16827852998065765,0.2011605415860735,0.02321083172147002,0.31721470019342357,0.34622823984526113,0.35009671179883944
