ns,nm,nf,entropy,lt,fix,ndev,pd,nuc,exp,rexp,sexp
0.5067655531008419,0.48910918920830293,0.4810342960791866,0.4099241515619563,0.4843795498956668,0.49460016721662436,0.5018034430992027,0.6075646951048534,0.49333023671094567,0.3452114445850313,0.4613203277787362,0.49643760704239803
0.4888192421069737,0.4965370616336503,0.49448526243228597,0.43715372646398654,0.5482689173739491,0.4929508489734742,0.44281103836078284,0.5008907021965521,0.5079872915040613,0.47620230066747493,0.5348097131206153,0.5135437760548616
0.4559405343826859,0.4561479622036033,0.49839345838190685,0.4724311629241259,0.3120042561108317,0.5248942555619622,0.4732330655242063,0.5736730567648598,0.4585324282271096,0.41958710000547184,0.6109856400607698,0.49463439542363785
0.4981261906046873,0.5214021569223499,0.46301988011347706,0.4560914000025481,0.7965745546002839,0.48869897968378406,0.5244754021603737,0.512471391621313,0.4368622734637131,0.5391647920712199,0.4446809197020277,0.4475040039729119
0.5140805120442796,0.5179626356329057,0.505356681756144,0.4907428828230824,0.4930145555114436,0.4871841846649758,0.4898298232137386,0.5010807816903509,0.478773868327682,0.5568361420305455,0.41552558986597865,0.532407964882115
0.4738084824010057,0.5045231992544034,0.5163620587659326,0.4551251741834167,0.5433166748075201,0.46969649416945525,0.47834511915428923,0.4793769458366368,0.47033406521694454,0.440404820137005,0.39127554253206676,0.48066935045175974
0.4995127106748434,0.49948330989138645,0.4975342353228652,0.48115148738186964,0.5602261374293566,0.5033642274236851,0.5131553880715829,0.4944548044446915,0.47852581969263663,0.678468680443812,0.4857850713983324,0.46178767352576944
0.5090256423686774,0.5017447643079337,0.5009178589474852,0.48884349363643376,0.5487070493782822,0.48008498089682805,0.5501270120389206,0.6228154059180142,0.5258067176694454,0.31224735515149404,0.5165802884630445,0.4848003075733436
0.49195726425343234,0.4720986123212173,0.49706692320072,0.4180138828151376,0.5441286836097475,0.5261213522947583,0.4408673923513594,0.5187459726636655,0.5132213036074776,0.3948336983940556,0.3819587350151957,0.4730814578936354
0.48522606335062646,0.49211689268720016,0.48680279183837627,0.4433349026019978,0.5049398196973228,0.5129648303123906,0.5311551272155436,0.41810259804472505,0.4925384256391373,0.5231923073488601,0.5498708696681338,0.42241401133048684
