nb,knn,dt,svc,rfc,gbtc,adtc
0.37905767441404403,0.4758239812114732,0.4849562675202681,0.30047746359135385,0.5107248896544268,0.33951343333303086,0.5331765406318981
0.5178053377131606,0.5104524042518304,0.5007832602120394,0.3925276920328892,0.5003734902347806,0.568877158507552,0.4795476608963024
0.518334565766033,0.5125887492749892,0.574470649859878,0.3418930611960659,0.5168096082749052,0.660963492441291,0.5068139746859912
0.5456154328840379,0.4885056303138787,0.4739553353732969,0.20416646711163966,0.4920879118479976,0.5247953158978456,0.49421492361761
0.3974595790920744,0.49955350124657383,0.5331463124148543,0.4927976198782227,0.544427358093333,0.5822962137921541,0.4434785671027701
0.5461943716935767,0.5301967481550734,0.5219901047511186,0.4543146898760001,0.5269636862219336,0.5112749827610147,0.44230320815694
0.49207904702725047,0.4927026981137044,0.4890469541796133,0.8636363640554134,0.5152793762798807,0.41792749983007194,0.4454759321271844
0.4361389598719344,0.5237686399696473,0.49566231601165545,0.37727210405462586,0.471615177614758,0.49618866120886507,0.48533374373274674
0.44154267449823303,0.5232460651400839,0.5165757811605329,0.661682568187345,0.5214985973570987,0.3012435326702402,0.5173657276182373
0.5369130977674705,0.5230696891374438,0.4957641054075328,0.464409596396953,0.5292170704871637,0.38907588699960005,0.47669593145600253
