nb,knn,dt,svc,rfc,gbtc,adtc
0.2465753424657534,0.0958904109589041,0.00684931506849315,0.2465753424657534,0.17123287671232876,0.2465753424657534,0.2465753424657534
0.4228187919463087,0.35570469798657717,0.4228187919463087,0.4228187919463087,0.3959731543624161,0.4228187919463087,0.4228187919463087
0.32575757575757575,0.21212121212121213,0.06818181818181818,0.32575757575757575,0.21212121212121213,0.32575757575757575,0.32575757575757575
0.3442622950819672,0.2786885245901639,0.00819672131147541,0.3442622950819672,0.2786885245901639,0.3442622950819672,0.3442622950819672
0.22627737226277372,0.0948905109489051,0.014598540145985401,0.22627737226277372,0.19708029197080293,0.22627737226277372,0.22627737226277372
0.30714285714285716,0.3,0.007142857142857143,0.30714285714285716,0.21428571428571427,0.30714285714285716,0.30714285714285716
0.15328467153284672,0.10218978102189781,0.0072992700729927005,0.15328467153284672,0.08029197080291971,0.15328467153284672,0.15328467153284672
0.07692307692307693,0.015384615384615385,0.007692307692307693,0.07692307692307693,0.05384615384615385,0.07692307692307693,0.07692307692307693
0.265625,0.1875,0.046875,0.265625,0.21875,0.265625,0.265625
0.6142857142857143,0.4857142857142857,0.5214285714285715,0.6142857142857143,0.6071428571428571,0.6142857142857143,0.5928571428571429
