nb,knn,dt,svc,rfc,gbtc,adtc
0.23353293413173654,0.18363273453093812,0.0,0.23353293413173654,0.20159680638722555,0.23353293413173654,0.2315369261477046
0.1553784860557769,0.09561752988047809,0.0,0.1553784860557769,0.09760956175298804,0.1553784860557769,0.1553784860557769
0.24898785425101214,0.22469635627530365,0.0,0.24898785425101214,0.23684210526315788,0.24898785425101214,0.24898785425101214
0.06088560885608856,0.05719557195571956,0.0018450184501845018,0.06088560885608856,0.03690036900369004,0.06088560885608856,0.06088560885608856
0.2947976878612717,0.21965317919075145,0.0019267822736030828,0.2947976878612717,0.22928709055876687,0.2947976878612717,0.2947976878612717
0.12103174603174603,0.07936507936507936,0.0,0.12103174603174603,0.051587301587301584,0.12103174603174603,0.12103174603174603
0.1889763779527559,0.08858267716535433,0.0,0.1889763779527559,0.11811023622047244,0.1889763779527559,0.1889763779527559
0.22981366459627328,0.16149068322981366,0.0,0.22981366459627328,0.17805383022774326,0.22981366459627328,0.22981366459627328
0.23293172690763053,0.20481927710843373,0.0,0.23293172690763053,0.20481927710843373,0.23293172690763053,0.23293172690763053
0.20817843866171004,0.18587360594795538,0.0,0.20817843866171004,0.19888475836431227,0.20817843866171004,0.20817843866171004
