nb,knn,dt,svc,rfc,gbtc,adtc
0.4475212145282679,0.5646053814274489,0.5286389932925863,0.8468482021537733,0.3446639370393112,0.8537313429344077,0.42952510108993935
0.4342331589313352,0.6033308796840253,0.505472160155837,0.0,0.5147246755976118,0.6146973011588428,0.36772442627063207
0.6311063218420911,0.3774318693888574,0.4725195234992363,0.2918660293409583,0.6066085823064897,0.38525835905667283,0.6025041484094383
0.9186939820750686,0.5118687336909634,0.40030760543379107,0.38874999994069503,0.6183872775049475,0.38639076770110214,0.604463390029474
0.6127566070782341,0.5253641403833091,0.4776506223419338,0.415094339611067,0.5656401962237861,0.9541918756099443,0.4876438543516024
0.6571373380010599,0.5756214662526032,0.4096472847521542,1.0000000000241074,0.5573824800399961,0.9601731602780922,0.3724095190371335
0.6055680254604117,0.6951138185831875,0.7687277960173144,0.979999999875395,0.5851768491783809,0.04791208791177981,0.2539643058471094
0.3718298865602604,0.47308507572646574,0.5025711187427091,0.4506939371723475,0.46032543415403826,0.12821782146656902,0.6263045393414031
0.3002488316665942,0.34928549924159136,0.35207579352017493,1.0,0.4268567184707944,0.531544957483956,0.2871572872703255
0.3849536672746836,0.32754440678617547,0.7262418475757474,0.41257934204038527,0.7246319571689428,0.06144241819657015,0.2629005280706036
