nb,knn,dt,svc,rfc,gbtc,adtc
0.35175471454873086,0.5659950877489863,0.4878861752721423,0.4710465214477628,0.5034139714250728,0.5075766052269584,0.5646934598015396
0.07348949848911912,0.4805231421958782,0.45530781441424406,0.2944467187638077,0.5072164961342729,0.7215895957390477,0.47519246832677675
0.5506435366844297,0.4950204376007322,0.5008405800890502,0.045084585673806354,0.562404901039939,0.5529799170667671,0.5354621040968885
0.562471203048096,0.5462304049854133,0.4711756723766498,0.4014239149216482,0.7502928457023539,0.18569435842071347,0.6091526351285885
0.5118067511656701,0.4504280854812224,0.4800895250553141,0.4533267107692891,0.5558157281873537,0.4287344205968502,0.5464924475510093
0.6059254638880487,0.5078032845121769,0.5202037052782302,0.30875893526715303,0.477938444118831,0.48198774844403525,0.4786593813678005
0.3479576917055116,0.4087351983253863,0.46818209457014326,0.5107516501938989,0.46853758202676377,0.7125372508444405,0.4305898472822868
0.22786537330539103,0.4874132018096796,0.48634567514475413,0.46942446018026507,0.5043840247255631,0.2782400546496626,0.4872985105633081
0.4813266814593101,0.492492369184621,0.4535925167401671,0.42838569661652326,0.5244710485867251,0.5000651935227645,0.523431999845123
0.5986203635613061,0.4533768143682513,0.5173762631375148,0.4436209940531599,0.503486334139163,0.4854409634195337,0.5385700093536097
