nb,knn,dt,svc,rfc,gbtc,adtc
0.24193548387096775,0.1989247311827957,0.0,0.24193548387096775,0.18924731182795698,0.24193548387096775,0.23333333333333334
0.19914802981895632,0.09371671991480299,0.0,0.19914802981895632,0.19488817891373802,0.19914802981895632,0.19914802981895632
0.20303030303030303,0.07272727272727272,0.0,0.20303030303030303,0.1111111111111111,0.20303030303030303,0.20202020202020202
0.25442477876106195,0.2079646017699115,0.0,0.25442477876106195,0.2002212389380531,0.25442477876106195,0.24225663716814158
0.19288793103448276,0.07327586206896551,0.0,0.19288793103448276,0.11637931034482758,0.19288793103448276,0.19073275862068967
0.2183406113537118,0.20414847161572053,0.0,0.2183406113537118,0.20414847161572053,0.2183406113537118,0.21724890829694324
0.12143611404435058,0.07391763463569166,0.0010559662090813093,0.12143611404435058,0.10665258711721225,0.12143611404435058,0.12143611404435058
0.2903543307086614,0.22933070866141733,0.000984251968503937,0.2903543307086614,0.22244094488188976,0.2903543307086614,0.2903543307086614
0.23148148148148148,0.2222222222222222,0.0,0.23148148148148148,0.21810699588477367,0.23148148148148148,0.23148148148148148
0.3758241758241758,0.21318681318681318,0.015384615384615385,0.3758241758241758,0.3274725274725275,0.3758241758241758,0.3758241758241758
